Assigned_Agent,Lead_ID_Fixed,Client_Name_Fixed,Company_Segment,City_Final,Status_Clean,Lead_Date_Final,Lead_Month_No,Lead_Month,Lead_Year,Lead_Quarter,Lead_Weekday_No,Lead_Weekday,Response_Time_Hours,Target_Sales,Interaction_Count_Final,Sales_Tier,Is_Converted,Is_Engaged,Stage_Order,Response_Speed_Cat,Response_Bucket_6H,Engagement_Level
Agent_C,CL-0061,Client_061,A Regional Financial Institution,Subang Jaya,NEW,10/4/2024,10,October,2024,Q4,5,Friday,62.4,3549.86,37,Medium,0,0,1,Delayed,60,High
Agent_B,CL-0528,Client_528,A Leading Utility Company,CyberJaya,CONVERTED,11/9/2024,11,November,2024,Q4,6,Saturday,21,3445.16,25,Medium,1,1,4,Moderate,18,High
Agent_D,CL-2117,Client_2117,A Regional Financial Institution,Seremban,QUALIFIED,1/20/2024,1,January,2024,Q1,6,Saturday,13.8,2832.74,8,Medium,0,1,3,Moderate,12,High
Agent_C,CL-2056,Client_2056,A Major Telecommunications Provider,Klang,CONTACTED,2/20/2024,2,February,2024,Q1,2,Tuesday,47,4310.7,47,High,0,1,2,Delayed,42,High
Agent_C,CL-0448,Client_448,A Private Manufacturing Enterprise,Kuching,CONTACTED,8/26/2024,8,August,2024,Q3,1,Monday,34.6,4760.82,6,High,0,1,2,Delayed,30,High
Agent_C,CL-0792,Client_792,A Government Service Provider,CyberJaya,NEW,6/2/2023,6,June,2023,Q2,5,Friday,48,4215.82,26,High,0,0,1,Delayed,48,High
Agent_D,CL-1870,Client_1870,A Leading Utility Company,Subang Jaya,CONVERTED,4/5/2024,4,April,2024,Q2,5,Friday,52.1,1121.28,9,Low,1,1,4,Delayed,48,High
Agent_B,CL-2546,Client_2546,A Regional Financial Institution,Klang,CONVERTED,8/22/2023,8,August,2023,Q3,2,Tuesday,50.9,3937.41,2,Medium,1,1,4,Delayed,48,Low
Agent_D,CL-1920,Client_1920,A Leading Utility Company,CyberJaya,QUALIFIED,11/15/2023,11,November,2023,Q4,3,Wednesday,10,2161.53,11,Medium,0,1,3,Moderate,6,High
Agent_B,CL-0563,Client_563,A Regional Financial Institution,Ipoh,QUALIFIED,2/27/2023,2,February,2023,Q1,1,Monday,24,4585.95,1,High,0,1,3,Moderate,24,Low
Agent_D,CL-0114,Client_114,A Major Telecommunications Provider,Petaling Jaya,CONTACTED,6/1/2023,6,June,2023,Q2,4,Thursday,72,4463,12,High,0,1,2,Delayed,72,High
Agent_A,CL-1473,Client_1473,A Private Manufacturing Enterprise,Kuching,QUALIFIED,8/13/2024,8,August,2024,Q3,2,Tuesday,54.2,3988.63,42,High,0,1,3,Delayed,54,High
Agent_B,CL-0454,Client_454,A Private Manufacturing Enterprise,Subang Jaya,NEW,12/1/2024,12,December,2024,Q4,7,Sunday,0.9,4540.55,31,High,0,0,1,Immediate,0,High
Agent_C,CL-2871,Client_2871,A Private Manufacturing Enterprise,Subang Jaya,CONTACTED,9/19/2024,9,September,2024,Q3,4,Thursday,17.7,1177.21,24,Low,0,1,2,Moderate,12,High
Agent_B,CL-2382,Client_2382,A Major Telecommunications Provider,Kota Kinabalu,NEW,3/28/2024,3,March,2024,Q1,4,Thursday,69,4324.62,14,High,0,0,1,Delayed,66,High
Agent_B,CL-2481,Client_2481,A Leading Utility Company,Malaka,CONTACTED,8/9/2024,8,August,2024,Q3,5,Friday,17.7,3279.55,N/A,Medium,0,1,2,Moderate,12,High
Agent_A,CL-1917,Client_1917,A Major Telecommunications Provider,Malaka,QUALIFIED,8/25/2024,8,August,2024,Q3,7,Sunday,49.9,1311.35,45,Low,0,1,3,Delayed,48,High
Agent_D,CL-1517,Client_1517,A Regional Financial Institution,Kuching,QUALIFIED,4/25/2024,4,April,2024,Q2,4,Thursday,18,4080.93,N/A,High,0,1,3,Moderate,18,High
Agent_B,CL-2565,Client_2565,A Major Telecommunications Provider,Alor Setar,QUALIFIED,3/26/2023,3,March,2023,Q1,7,Sunday,10.5,4946.26,18,High,0,1,3,Moderate,6,High
Agent_D,CL-0778,Client_778,A Government Service Provider,Putrajaya,CONVERTED,10/26/2024,10,October,2024,Q4,6,Saturday,7.2,1007.61,47,Low,1,1,4,Moderate,6,High
Agent_B,CL-2740,Client_2740,A Private Manufacturing Enterprise,Ipoh,NEW,7/13/2023,7,July,2023,Q3,4,Thursday,57,4879.41,8,High,0,0,1,Delayed,54,High
Agent_C,CL-0834,Client_834,A Private Manufacturing Enterprise,Klang,CONTACTED,12/13/2023,12,December,2023,Q4,3,Wednesday,26.9,3143.69,34,Medium,0,1,2,Delayed,24,High
Agent_A,CL-2920,Client_2920,A Private Manufacturing Enterprise,Kota Kinabalu,CONTACTED,2/9/2023,2,February,2023,Q1,4,Thursday,9.6,3056.12,26,Medium,0,1,2,Moderate,6,High
Agent_B,CL-0088,Client_088,A Major Telecommunications Provider,Johor Bahru,CONTACTED,10/26/2023,10,October,2023,Q4,4,Thursday,70.6,3844.39,10,Medium,0,1,2,Delayed,66,High
Agent_D,CL-2586,Client_2586,A Regional Financial Institution,CyberJaya,QUALIFIED,2/27/2024,2,February,2024,Q1,2,Tuesday,64.8,4596.54,7,High,0,1,3,Delayed,60,High
Agent_B,CL-0387,Client_387,A Leading Utility Company,Seremban,LOST,4/17/2023,4,April,2023,Q2,1,Monday,57,2098.45,40,Medium,0,0,5,Delayed,54,High
Agent_D,CL-1189,Client_1189,A Government Service Provider,Kuching,NEW,10/1/2023,10,October,2023,Q4,7,Sunday,52,3374.98,21,Medium,0,0,1,Delayed,48,High
Agent_D,CL-0826,Client_826,A Government Service Provider,CyberJaya,NEW,11/15/2023,11,November,2023,Q4,3,Wednesday,43.6,1165.55,1,Low,0,0,1,Delayed,42,Low
Agent_A,CL-2937,Client_2937,A Private Manufacturing Enterprise,Kota Kinabalu,CONTACTED,7/4/2024,7,July,2024,Q3,4,Thursday,43.3,1919.18,22,Low,0,1,2,Delayed,42,High
Agent_C,CL-1093,Client_1093,A Private Manufacturing Enterprise,Kuala Lumpur,CONVERTED,2/26/2023,2,February,2023,Q1,7,Sunday,7.2,1099.12,19,Low,1,1,4,Moderate,6,High
Agent_A,CL-1494,Client_1494,A Leading Utility Company,Penang,CONVERTED,9/10/2023,9,September,2023,Q3,7,Sunday,67.5,3074.98,49,Medium,1,1,4,Delayed,66,High
Agent_C,CL-0407,Client_407,A Regional Financial Institution,Kuala Lumpur,QUALIFIED,8/4/2024,8,August,2024,Q3,7,Sunday,53.4,2422.89,36,Medium,0,1,3,Delayed,48,High
Agent_D,CL-2378,Client_2378,A Leading Utility Company,Kuching,NEW,11/14/2023,11,November,2023,Q4,2,Tuesday,21,1160.04,27,Low,0,0,1,Moderate,18,High
Agent_D,CL-1090,Client_1090,A Leading Utility Company,Kota Kinabalu,CONTACTED,12/2/2024,12,December,2024,Q4,1,Monday,33.9,3693.1,36,Medium,0,1,2,Delayed,30,High
Agent_B,CL-0768,Client_768,A Leading Utility Company,Shah Alam,CONVERTED,12/30/2023,12,December,2023,Q4,6,Saturday,19.6,4247.87,33,High,1,1,4,Moderate,18,High
Agent_C,CL-1828,Client_1828,A Private Manufacturing Enterprise,Ipoh,CONVERTED,2/15/2024,2,February,2024,Q1,4,Thursday,5.3,2975.96,12,Medium,1,1,4,Fast,0,High
Agent_B,CL-1820,Client_1820,A Regional Financial Institution,Petaling Jaya,NEW,12/27/2024,12,December,2024,Q4,5,Friday,19.1,4729.81,25,High,0,0,1,Moderate,18,High
Agent_B,CL-1135,Client_1135,A Major Telecommunications Provider,CyberJaya,NEW,10/30/2024,10,October,2024,Q4,3,Wednesday,47.7,2894.19,29,Medium,0,0,1,Delayed,42,High
Agent_D,CL-0050,Client_050,A Leading Utility Company,Malaka,CONTACTED,12/6/2023,12,December,2023,Q4,3,Wednesday,18,4819.25,50,High,0,1,2,Moderate,18,High
Agent_C,CL-0716,Client_716,A Major Telecommunications Provider,Kuala Lumpur,QUALIFIED,6/30/2024,6,June,2024,Q2,7,Sunday,23.1,4096.08,16,High,0,1,3,Moderate,18,High
Agent_D,CL-1669,Client_1669,A Major Telecommunications Provider,Klang,NEW,11/23/2024,11,November,2024,Q4,6,Saturday,21.6,2746.85,38,Medium,0,0,1,Moderate,18,High
Agent_D,CL-0904,Client_904,A Government Service Provider,Alor Setar,QUALIFIED,5/11/2024,5,May,2024,Q2,6,Saturday,43,1759.42,34,Low,0,1,3,Delayed,42,High
Agent_C,CL-0056,Client_056,A Leading Utility Company,CyberJaya,NEW,5/19/2023,5,May,2023,Q2,5,Friday,27.6,4463.49,22,High,0,0,1,Delayed,24,High
Agent_D,CL-0682,Client_682,A Leading Utility Company,Petaling Jaya,LOST,6/25/2023,6,June,2023,Q2,7,Sunday,67.2,1632.93,31,Low,0,0,5,Delayed,66,High
Agent_D,CL-2482,Client_2482,A Private Manufacturing Enterprise,Shah Alam,CONTACTED,12/13/2024,12,December,2024,Q4,5,Friday,21.4,2615.05,6,Medium,0,1,2,Moderate,18,High
Agent_B,CL-1767,Client_1767,A Private Manufacturing Enterprise,Kuching,CONTACTED,1/6/2024,1,January,2024,Q1,6,Saturday,35.9,1842.78,40,Low,0,1,2,Delayed,30,High
Agent_A,CL-2242,Client_2242,A Major Telecommunications Provider,Klang,NEW,3/15/2024,3,March,2024,Q1,5,Friday,51.9,1625.25,22,Low,0,0,1,Delayed,48,High
Agent_D,CL-0465,Client_465,A Major Telecommunications Provider,Petaling Jaya,NEW,5/9/2023,5,May,2023,Q2,2,Tuesday,60,4993.14,50,High,0,0,1,Delayed,60,High
Agent_C,CL-2410,Client_2410,A Government Service Provider,Shah Alam,CONTACTED,10/14/2024,10,October,2024,Q4,1,Monday,33.6,3574.56,5,Medium,0,1,2,Delayed,30,Medium
Agent_C,CL-2369,Client_2369,A Leading Utility Company,Seremban,NEW,1/15/2024,1,January,2024,Q1,1,Monday,63.9,4018.22,28,High,0,0,1,Delayed,60,High
Agent_A,CL-1252,Client_1252,A Major Telecommunications Provider,Petaling Jaya,NEW,4/24/2023,4,April,2023,Q2,1,Monday,55,1624.59,36,Low,0,0,1,Delayed,54,High
Agent_B,CL-1532,Client_1532,A Government Service Provider,CyberJaya,NEW,2/10/2024,2,February,2024,Q1,6,Saturday,65.1,4656.14,30,High,0,0,1,Delayed,60,High
Agent_C,CL-1957,Client_1957,A Government Service Provider,Kuala Lumpur,CONVERTED,8/21/2023,8,August,2023,Q3,1,Monday,55.2,3186.26,45,Medium,1,1,4,Delayed,54,High
Agent_B,CL-0920,Client_920,A Government Service Provider,Kuching,NEW,6/22/2023,6,June,2023,Q2,4,Thursday,13.3,1888.09,33,Low,0,0,1,Moderate,12,High
Agent_B,CL-2194,Client_2194,A Private Manufacturing Enterprise,Kuching,NEW,3/1/2023,3,March,2023,Q1,3,Wednesday,14.4,2403.99,38,Medium,0,0,1,Moderate,12,High
Agent_B,CL-1146,Client_1146,A Private Manufacturing Enterprise,Petaling Jaya,NEW,9/6/2023,9,September,2023,Q3,3,Wednesday,54,3261.02,29,Medium,0,0,1,Delayed,54,High
Agent_B,CL-0012,Client_012,A Private Manufacturing Enterprise,Ipoh,QUALIFIED,9/15/2023,9,September,2023,Q3,5,Friday,50.4,4200.83,50,High,0,1,3,Delayed,48,High
Agent_A,CL-1326,Client_1326,A Regional Financial Institution,Seremban,QUALIFIED,1/18/2023,1,January,2023,Q1,3,Wednesday,38.1,4186.29,34,High,0,1,3,Delayed,36,High
Agent_D,CL-2862,Client_2862,A Regional Financial Institution,Klang,CONVERTED,7/24/2024,7,July,2024,Q3,3,Wednesday,36,2422.45,36,Medium,1,1,4,Delayed,36,High
Agent_C,CL-1432,Client_1432,A Private Manufacturing Enterprise,Johor Bahru,CONTACTED,9/5/2024,9,September,2024,Q3,4,Thursday,52,4674.75,24,High,0,1,2,Delayed,48,High
Agent_D,CL-1015,Client_1015,A Leading Utility Company,Alor Setar,CONTACTED,3/19/2024,3,March,2024,Q1,2,Tuesday,24,4411.22,45,High,0,1,2,Moderate,24,High
Agent_B,CL-1729,Client_1729,A Private Manufacturing Enterprise,Kuching,LOST,1/27/2023,1,January,2023,Q1,5,Friday,63.6,1778.33,20,Low,0,0,5,Delayed,60,High
Agent_C,CL-2668,Client_2668,A Regional Financial Institution,Ipoh,LOST,12/10/2024,12,December,2024,Q4,2,Tuesday,58.3,2422.89,45,Medium,0,0,5,Delayed,54,High
Agent_C,CL-0747,Client_747,A Leading Utility Company,CyberJaya,CONTACTED,1/12/2024,1,January,2024,Q1,5,Friday,33.6,2206.97,6,Medium,0,1,2,Delayed,30,High
Agent_B,CL-2440,Client_2440,A Regional Financial Institution,Kota Kinabalu,NEW,9/7/2024,9,September,2024,Q3,6,Saturday,20.6,4116.37,38,High,0,0,1,Moderate,18,High
Agent_D,CL-1975,Client_1975,A Major Telecommunications Provider,Penang,NEW,2/10/2023,2,February,2023,Q1,5,Friday,25,2262.03,37,Medium,0,0,1,Delayed,24,High
Agent_D,CL-0519,Client_519,A Major Telecommunications Provider,Kuala Lumpur,NEW,1/4/2024,1,January,2024,Q1,4,Thursday,56.7,3829.9,6,Medium,0,0,1,Delayed,54,High
Agent_C,CL-0965,Client_965,A Regional Financial Institution,Seremban,LOST,7/17/2023,7,July,2023,Q3,1,Monday,67.2,1921.77,47,Low,0,0,5,Delayed,66,High
Agent_B,CL-1308,Client_1308,A Government Service Provider,Kuching,CONTACTED,2/14/2024,2,February,2024,Q1,3,Wednesday,60.3,3898.34,42,Medium,0,1,2,Delayed,60,High
Agent_A,CL-1469,Client_1469,A Leading Utility Company,CyberJaya,CONVERTED,4/6/2024,4,April,2024,Q2,6,Saturday,36,2469.07,22,Medium,1,1,4,Delayed,36,High
Agent_D,CL-1327,Client_1327,A Leading Utility Company,Klang,QUALIFIED,1/7/2024,1,January,2024,Q1,7,Sunday,12.4,2558.42,11,Medium,0,1,3,Moderate,12,High
Agent_B,CL-0655,Client_655,A Private Manufacturing Enterprise,Johor Bahru,NEW,12/26/2024,12,December,2024,Q4,4,Thursday,3.4,4089.51,29,High,0,0,1,Fast,0,High
Agent_C,CL-0518,Client_518,A Government Service Provider,CyberJaya,CONTACTED,2/25/2023,2,February,2023,Q1,6,Saturday,39.1,3611.95,45,Medium,0,1,2,Delayed,36,High
Agent_D,CL-2571,Client_2571,A Government Service Provider,Petaling Jaya,CONTACTED,9/25/2024,9,September,2024,Q3,3,Wednesday,6.6,4689.34,5,High,0,1,2,Moderate,6,Medium
Agent_D,CL-0564,Client_564,A Leading Utility Company,Klang,CONTACTED,3/9/2023,3,March,2023,Q1,4,Thursday,24.7,1795.77,11,Low,0,1,2,Delayed,24,High
Agent_D,CL-0109,Client_109,A Private Manufacturing Enterprise,Kuala Lumpur,NEW,8/11/2023,8,August,2023,Q3,5,Friday,63.9,1451.02,24,Low,0,0,1,Delayed,60,High
Agent_C,CL-2409,Client_2409,A Regional Financial Institution,Ipoh,NEW,12/16/2024,12,December,2024,Q4,1,Monday,60,1510.21,20,Low,0,0,1,Delayed,60,High
Agent_A,CL-2542,Client_2542,A Major Telecommunications Provider,Alor Setar,CONTACTED,1/4/2023,1,January,2023,Q1,3,Wednesday,4.7,1864.38,49,Low,0,1,2,Fast,0,High
Agent_B,CL-1287,Client_1287,A Private Manufacturing Enterprise,Kuching,LOST,10/23/2024,10,October,2024,Q4,3,Wednesday,1,3085.18,43,Medium,0,0,5,Immediate,0,High
Agent_D,CL-2786,Client_2786,A Major Telecommunications Provider,Kuching,QUALIFIED,9/4/2024,9,September,2024,Q3,3,Wednesday,18,4821.47,44,High,0,1,3,Moderate,18,High
Agent_D,CL-0715,Client_715,A Private Manufacturing Enterprise,Klang,NEW,3/9/2024,3,March,2024,Q1,6,Saturday,15.8,3182.39,17,Medium,0,0,1,Moderate,12,High
Agent_B,CL-0928,Client_928,A Regional Financial Institution,Klang,CONTACTED,3/28/2023,3,March,2023,Q1,2,Tuesday,69.6,3447.87,43,Medium,0,1,2,Delayed,66,High
Agent_D,CL-0877,Client_877,A Major Telecommunications Provider,Putrajaya,NEW,3/30/2024,3,March,2024,Q1,6,Saturday,46.5,4752.9,27,High,0,0,1,Delayed,42,High
Agent_A,CL-0907,Client_907,A Regional Financial Institution,Putrajaya,LOST,6/14/2023,6,June,2023,Q2,3,Wednesday,16.3,3519.15,43,Medium,0,0,5,Moderate,12,High
Agent_D,CL-2455,Client_2455,A Leading Utility Company,CyberJaya,LOST,6/6/2023,6,June,2023,Q2,2,Tuesday,61.3,1973.8,29,Low,0,0,5,Delayed,60,High
Agent_B,CL-1297,Client_1297,A Leading Utility Company,Kota Kinabalu,QUALIFIED,10/3/2023,10,October,2023,Q4,2,Tuesday,55.2,4835.94,33,High,0,1,3,Delayed,54,High
Agent_B,CL-1195,Client_1195,A Regional Financial Institution,Klang,NEW,9/18/2023,9,September,2023,Q3,1,Monday,7.9,1344.84,17,Low,0,0,1,Moderate,6,High
Agent_D,CL-0789,Client_789,A Leading Utility Company,Ipoh,CONVERTED,5/27/2023,5,May,2023,Q2,6,Saturday,4,1629.95,14,Low,1,1,4,Fast,0,High
Agent_D,CL-1677,Client_1677,A Regional Financial Institution,Kuching,LOST,2/21/2024,2,February,2024,Q1,3,Wednesday,1.6,3977.72,7,High,0,0,5,Fast,0,High
Agent_C,CL-1519,Client_1519,A Private Manufacturing Enterprise,Shah Alam,CONTACTED,8/23/2023,8,August,2023,Q3,3,Wednesday,34.7,3258.57,38,Medium,0,1,2,Delayed,30,High
Agent_A,CL-1344,Client_1344,A Government Service Provider,Klang,QUALIFIED,8/3/2023,8,August,2023,Q3,4,Thursday,25.4,2295.3,6,Medium,0,1,3,Delayed,24,High
Agent_B,CL-2795,Client_2795,A Regional Financial Institution,Shah Alam,CONTACTED,2/4/2023,2,February,2023,Q1,6,Saturday,52.4,2964.64,19,Medium,0,1,2,Delayed,48,High
Agent_B,CL-1062,Client_1062,A Leading Utility Company,Penang,CONTACTED,10/31/2023,10,October,2023,Q4,2,Tuesday,62,3531.4,14,Medium,0,1,2,Delayed,60,High
Agent_D,CL-2171,Client_2171,A Government Service Provider,Putrajaya,NEW,5/20/2023,5,May,2023,Q2,6,Saturday,46.1,4257.29,11,High,0,0,1,Delayed,42,High
Agent_C,CL-1507,Client_1507,A Leading Utility Company,Subang Jaya,CONTACTED,5/2/2024,5,May,2024,Q2,4,Thursday,10.5,2162.27,4,Medium,0,1,2,Moderate,6,Medium
Agent_D,CL-0541,Client_541,A Leading Utility Company,Ipoh,CONVERTED,5/16/2024,5,May,2024,Q2,4,Thursday,31.1,4002.29,25,High,1,1,4,Delayed,30,High
Agent_D,CL-1892,Client_1892,A Leading Utility Company,Penang,CONVERTED,5/26/2023,5,May,2023,Q2,5,Friday,67,4191.26,44,High,1,1,4,Delayed,66,High
Agent_D,CL-2835,Client_2835,A Regional Financial Institution,Malaka,QUALIFIED,6/27/2024,6,June,2024,Q2,4,Thursday,25,3034.04,40,Medium,0,1,3,Delayed,24,High
Agent_D,CL-0812,Client_812,A Leading Utility Company,Kuala Lumpur,CONVERTED,5/19/2024,5,May,2024,Q2,7,Sunday,28.8,4769.54,32,High,1,1,4,Delayed,24,High
Agent_C,CL-1218,Client_1218,A Regional Financial Institution,CyberJaya,CONTACTED,5/1/2024,5,May,2024,Q2,3,Wednesday,27.1,1015.99,3,Low,0,1,2,Delayed,24,Medium
Agent_D,CL-0719,Client_719,A Regional Financial Institution,Seremban,NEW,3/29/2024,3,March,2024,Q1,5,Friday,66.8,2920.13,49,Medium,0,0,1,Delayed,66,High
Agent_A,CL-1568,Client_1568,A Major Telecommunications Provider,Shah Alam,QUALIFIED,2/9/2023,2,February,2023,Q1,4,Thursday,18.7,4315.9,4,High,0,1,3,Moderate,18,Medium
Agent_B,CL-2084,Client_2084,A Major Telecommunications Provider,Kuching,QUALIFIED,7/2/2024,7,July,2024,Q3,2,Tuesday,23,3616.55,21,Medium,0,1,3,Moderate,18,High
Agent_B,CL-2902,Client_2902,A Major Telecommunications Provider,Alor Setar,NEW,1/12/2023,1,January,2023,Q1,4,Thursday,63.3,2307.96,30,Medium,0,0,1,Delayed,60,High
Agent_D,CL-1348,Client_1348,A Leading Utility Company,Malaka,NEW,12/2/2024,12,December,2024,Q4,1,Monday,51,2506.13,17,Medium,0,0,1,Delayed,48,High
Agent_B,CL-1720,Client_1720,A Private Manufacturing Enterprise,Seremban,CONTACTED,8/18/2024,8,August,2024,Q3,7,Sunday,6.6,3711.97,20,Medium,0,1,2,Moderate,6,High
Agent_D,CL-2882,Client_2882,A Leading Utility Company,Kuching,NEW,6/5/2023,6,June,2023,Q2,1,Monday,59.5,3976.55,2,High,0,0,1,Delayed,54,Low
Agent_A,CL-1955,Client_1955,A Leading Utility Company,Kota Kinabalu,NEW,3/25/2024,3,March,2024,Q1,1,Monday,24,4258.64,3,High,0,0,1,Moderate,24,Medium
Agent_C,CL-0444,Client_444,A Major Telecommunications Provider,Klang,NEW,6/7/2023,6,June,2023,Q2,3,Wednesday,25,4841.67,5,High,0,0,1,Delayed,24,Medium
Agent_A,CL-2876,Client_2876,A Major Telecommunications Provider,Johor Bahru,QUALIFIED,1/17/2024,1,January,2024,Q1,3,Wednesday,55,4374.57,23,High,0,1,3,Delayed,54,High
Agent_C,CL-2840,Client_2840,A Regional Financial Institution,Penang,LOST,4/15/2024,4,April,2024,Q2,1,Monday,22.5,2100.5,38,Medium,0,0,5,Moderate,18,High
Agent_C,CL-0105,Client_105,A Leading Utility Company,Shah Alam,QUALIFIED,8/5/2024,8,August,2024,Q3,1,Monday,58,2465.62,10,Medium,0,1,3,Delayed,54,High
Agent_D,CL-2008,Client_2008,A Government Service Provider,Penang,LOST,9/27/2023,9,September,2023,Q3,3,Wednesday,15.4,3924.96,8,Medium,0,0,5,Moderate,12,High
Agent_A,CL-0557,Client_557,A Private Manufacturing Enterprise,Putrajaya,CONTACTED,12/24/2024,12,December,2024,Q4,2,Tuesday,24,3343.53,40,Medium,0,1,2,Moderate,24,High
Agent_C,CL-0561,Client_561,A Private Manufacturing Enterprise,Kuala Lumpur,CONTACTED,12/3/2024,12,December,2024,Q4,2,Tuesday,41.2,2266.06,13,Medium,0,1,2,Delayed,36,High
Agent_C,CL-2046,Client_2046,A Private Manufacturing Enterprise,Penang,NEW,9/21/2024,9,September,2024,Q3,6,Saturday,43.2,1795.24,18,Low,0,0,1,Delayed,42,High
Agent_D,CL-0399,Client_399,A Major Telecommunications Provider,Kuala Lumpur,QUALIFIED,6/4/2024,6,June,2024,Q2,2,Tuesday,10.1,4337.18,5,High,0,1,3,Moderate,6,Medium
Agent_D,CL-1428,Client_1428,A Major Telecommunications Provider,Johor Bahru,CONTACTED,4/8/2023,4,April,2023,Q2,6,Saturday,19.9,3226.56,2,Medium,0,1,2,Moderate,18,Low
Agent_A,CL-2601,Client_2601,A Government Service Provider,Shah Alam,CONTACTED,10/2/2023,10,October,2023,Q4,1,Monday,55.2,2504.73,49,Medium,0,1,2,Delayed,54,High
Agent_D,CL-2971,Client_2971,A Regional Financial Institution,Putrajaya,NEW,4/4/2024,4,April,2024,Q2,4,Thursday,39,3443.13,49,Medium,0,0,1,Delayed,36,High
Agent_A,CL-1918,Client_1918,A Private Manufacturing Enterprise,Malaka,CONVERTED,2/15/2023,2,February,2023,Q1,3,Wednesday,24.8,1714.43,49,Low,1,1,4,Delayed,24,High
Agent_B,CL-2689,Client_2689,A Major Telecommunications Provider,Shah Alam,CONVERTED,4/8/2023,4,April,2023,Q2,6,Saturday,23.2,1615.02,28,Low,1,1,4,Moderate,18,High
Agent_A,CL-2102,Client_2102,A Government Service Provider,Seremban,NEW,2/22/2023,2,February,2023,Q1,3,Wednesday,53.8,3098.05,39,Medium,0,0,1,Delayed,48,High
Agent_B,CL-2734,Client_2734,A Government Service Provider,Seremban,NEW,4/20/2023,4,April,2023,Q2,4,Thursday,39.6,4992.11,27,High,0,0,1,Delayed,36,High
Agent_C,CL-2879,Client_2879,A Regional Financial Institution,CyberJaya,CONTACTED,3/30/2024,3,March,2024,Q1,6,Saturday,7.8,4611.62,29,High,0,1,2,Moderate,6,High
Agent_A,CL-2466,Client_2466,A Major Telecommunications Provider,Penang,NEW,1/4/2023,1,January,2023,Q1,3,Wednesday,64.7,1663.79,7,Low,0,0,1,Delayed,60,High
Agent_A,CL-1478,Client_1478,A Major Telecommunications Provider,Kuala Lumpur,CONVERTED,12/18/2024,12,December,2024,Q4,3,Wednesday,54.3,1281.91,38,Low,1,1,4,Delayed,54,High
Agent_D,CL-0776,Client_776,A Major Telecommunications Provider,Johor Bahru,CONTACTED,8/10/2024,8,August,2024,Q3,6,Saturday,50.6,2439.34,21,Medium,0,1,2,Delayed,48,High
Agent_B,CL-1026,Client_1026,A Private Manufacturing Enterprise,Kuching,CONVERTED,12/27/2023,12,December,2023,Q4,3,Wednesday,37.9,3590.97,12,Medium,1,1,4,Delayed,36,High
Agent_B,CL-0711,Client_711,A Government Service Provider,Shah Alam,QUALIFIED,10/12/2023,10,October,2023,Q4,4,Thursday,69.4,2721.33,4,Medium,0,1,3,Delayed,66,Medium
Agent_C,CL-2275,Client_2275,A Government Service Provider,Subang Jaya,QUALIFIED,1/27/2024,1,January,2024,Q1,6,Saturday,69.6,1697.49,32,Low,0,1,3,Delayed,66,High
Agent_C,CL-0972,Client_972,A Private Manufacturing Enterprise,Malaka,QUALIFIED,10/26/2023,10,October,2023,Q4,4,Thursday,66.8,1248.28,4,Low,0,1,3,Delayed,66,Medium
Agent_D,CL-2916,Client_2916,A Regional Financial Institution,Kuala Lumpur,NEW,6/4/2023,6,June,2023,Q2,7,Sunday,24,3012.64,38,Medium,0,0,1,Moderate,24,High
Agent_B,CL-2652,Client_2652,A Major Telecommunications Provider,Kuching,QUALIFIED,3/13/2024,3,March,2024,Q1,3,Wednesday,36.9,2892.23,9,Medium,0,1,3,Delayed,36,High
Agent_A,CL-0703,Client_703,A Leading Utility Company,Petaling Jaya,CONVERTED,12/10/2024,12,December,2024,Q4,2,Tuesday,15.8,2543,19,Medium,1,1,4,Moderate,12,High
Agent_D,CL-1073,Client_1073,A Government Service Provider,Putrajaya,NEW,12/5/2024,12,December,2024,Q4,4,Thursday,5.5,4163.07,30,High,0,0,1,Fast,0,High
Agent_B,CL-1549,Client_1549,A Leading Utility Company,Ipoh,CONTACTED,8/25/2024,8,August,2024,Q3,7,Sunday,17.3,2870.21,11,Medium,0,1,2,Moderate,12,High
Agent_D,CL-0072,Client_072,A Leading Utility Company,CyberJaya,QUALIFIED,4/16/2023,4,April,2023,Q2,7,Sunday,34.7,2780.7,4,Medium,0,1,3,Delayed,30,Medium
Agent_C,CL-2958,Client_2958,A Major Telecommunications Provider,Alor Setar,CONTACTED,8/5/2023,8,August,2023,Q3,6,Saturday,57,1439.23,19,Low,0,1,2,Delayed,54,High
Agent_B,CL-1545,Client_1545,A Private Manufacturing Enterprise,Putrajaya,CONVERTED,2/22/2023,2,February,2023,Q1,3,Wednesday,8.1,4934.59,15,High,1,1,4,Moderate,6,High
Agent_B,CL-0861,Client_861,A Major Telecommunications Provider,Klang,NEW,5/5/2023,5,May,2023,Q2,5,Friday,36.6,3331.27,11,Medium,0,0,1,Delayed,36,High
Agent_D,CL-1128,Client_1128,A Private Manufacturing Enterprise,CyberJaya,CONTACTED,4/27/2023,4,April,2023,Q2,4,Thursday,19.2,3094.72,6,Medium,0,1,2,Moderate,18,High
Agent_C,CL-1407,Client_1407,A Government Service Provider,Alor Setar,NEW,3/12/2023,3,March,2023,Q1,7,Sunday,48.9,3967.88,43,High,0,0,1,Delayed,48,High
